Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Survey,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
0,76,8716.12,10.52545349,10,1,1,5.451895614,159.964152,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0
1,38,97592.52,9.699996141,11,0,0,12.81881129,194.958118,3.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0
3,67,26659.08,3.294848551,11,2,0,5.259033624,204.949594,3.0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1
0,81,14623.21,8.888970383,7,1,1,4.245035615,164.985293,4.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0
3,26,53713.12,7.054722377,7,2,0,4.035770971,172.503404,2.0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0
1,20,7598.57,7.14125345,17,0,0,6.434280902,277.651257,3.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0
3,20,23773.72,5.965254402,4,0,0,5.425068599,275.133571,4.0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1
4,36,39770.82,10.86747966,17,2,0,4.816592997,184.967019,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0
5,56,76785.63,9.718721513,9,1,1,11.58576976,275.119794,3.0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0
1,32,24499.96,11.30041277,9,0,0,1.276890621,139.965008,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,34,4493.49,10.41328888,9,1,1,5.915225146,182.443347,5.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1,26,17649.89,7.694429352,9,0,1,2.646328849,159.964152,4.0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0
4,46,9035.25,12.37922958,12,0,2,13.7944302,139.934918,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
3,57,60251.75,13.65070244,11,2,0,1.550579619,177.65076,3.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0
2,54,17773.11,9.846699861,12,0,0,10.03364243,210.105118,5.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1
1,60,47573.47,13.03239121,14,1,0,14.63294721,172.44408,4.0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
0,43,47529.47,13.17617062,14,1,0,7.380291282,117.472036,4.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1
0,89,71934.85,13.25327303,10,0,0,2.371911572,210.12704,4.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
3,89,17714.64,7.639596437,15,0,0,1.59959844,169.937833,4.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1
4,39,21128.1,10.28840622,13,0,0,27.46106977,222.649979,4.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0
2,58,17104.94,11.22141288,15,0,1,1.457335487,200.118516,4.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1
10,57,132139.98,9.046493464,16,2,0,17.34243942,255.137219,3.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0
0,88,6953.72,10.35968528,14,0,0,9.759495559,190.12704,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0
0,52,131500.47,12.40982989,16,1,1,16.66213522,220.132293,4.0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1,23,44520.0,14.17316345,13,1,0,9.349597147,275.133571,4.0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0
2,31,55821.74,3.888998584,12,1,1,1.153881327,204.949594,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
1,80,6274.49,7.98755916,13,0,2,2.625315241,139.99789,4.0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0
1,23,7371.1,8.397641269,15,4,1,11.20984456,190.12704,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
1,70,20377.63,10.72236279,7,1,1,5.566520625,222.632554,4.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0
8,34,186035.04,7.419287002,12,2,0,2.258852671,235.141716,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0
0,72,37340.2,11.06857815,9,0,0,2.010811355,172.440432,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0
1,43,22303.29,9.565152901,13,2,0,1.591333405,240.114868,4.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1
1,20,58333.09,9.652139761,16,0,0,1.515452465,210.138,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1
0,56,46257.12,8.539641939,12,1,0,3.857300987,154.975543,3.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
0,60,15902.97,11.20520071,13,0,0,3.950587999,162.446995,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
2,23,29621.97,13.31380475,11,1,0,6.721823696,262.610632,3.0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0
2,82,30594.26,8.081619837,11,0,0,12.51401968,187.609354,3.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
4,31,48925.7,8.86985406,11,0,1,19.02547148,222.636202,3.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0
2,24,13622.77,15.54783164,13,2,0,2.506101194,255.155493,4.0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0
9,41,4032.12,5.232014731,5,0,1,7.55918608,129.962093,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
2,63,23162.08,10.53236725,9,1,0,1.692982143,229.993134,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0
1,58,45252.03,8.140661137,14,1,0,3.079467822,220.132293,4.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1
1,56,64017.78,12.45682505,11,0,0,11.76491612,190.173699,4.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1
3,74,109366.11,9.309881954,16,0,0,5.011675804,225.131966,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0
0,38,47719.56,9.757158826,19,3,0,15.27829427,230.105118,4.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
3,19,41311.01,6.680449508,7,1,0,4.06047424,210.156274,3.0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1
0,48,48587.84,9.312625685,11,0,0,1.819217843,265.146969,4.0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0
2,67,154718.85,9.738312225,6,0,0,16.62593689,242.61428,4.0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
3,44,6315.99,10.75310595,6,0,0,6.429025787,167.456419,4.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0
1,70,16469.29,12.73263489,10,0,1,16.4659765,242.657291,4.0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0
1,86,37938.69,10.75719664,13,1,0,9.188837964,132.479779,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
2,78,22880.13,9.256839293,11,2,2,5.688867768,207.609354,4.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0
1,80,35681.35,13.62253111,9,1,0,3.976063151,179.979358,3.0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
4,40,27475.94,9.407074462,13,1,0,6.745272795,210.105118,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
0,64,59702.94,6.086629667,13,0,2,11.42508906,222.636202,3.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
2,72,117194.61,5.488512386,13,1,1,2.722310392,220.114868,3.0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
0,49,3836.01,12.9482381,14,0,0,4.319159918,287.642733,4.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
1,70,28797.05,8.830393232,16,3,0,18.39607984,124.960655,4.0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,89,77269.05,10.72707391,9,0,1,12.43358232,149.948316,3.0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
1,36,35357.64,10.94456682,13,1,1,4.303849456,182.446995,4.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
5,62,20916.69,8.430997077,11,1,0,4.969645421,287.642733,4.0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0
0,51,55625.04,6.245748922,8,1,2,4.354733929,172.47417,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1
5,32,48597.51,13.41327327,15,0,0,13.08606275,222.649979,4.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0
3,57,33823.17,13.93273371,12,1,1,3.644232332,255.141716,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0
1,41,58384.68,9.290332689,6,1,0,1.415346194,172.455519,4.0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0
1,84,20614.28,9.983403111,14,0,0,2.601455981,232.641455,2.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1
5,78,22247.54,6.364065547,8,0,0,14.5875554,182.460772,3.0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
4,40,36486.42,12.37242269,11,1,0,13.37654004,184.963371,4.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
0,19,86396.3,12.232234,17,0,0,7.904120653,115.002061,3.0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0
3,73,10842.41,12.27786817,13,1,0,7.25493599,270.160419,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
0,22,30185.46,9.203049013,15,2,1,5.898536601,267.642733,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1
0,85,25434.15,8.316451322,11,0,0,8.713385365,232.641455,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1
1,82,63225.56,10.67873215,10,0,1,13.0035986,172.487091,3.0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0
5,69,91252.07,13.33611658,15,0,1,10.81815085,172.456745,4.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0
2,74,60420.05,7.478384978,15,2,2,4.056889119,242.61428,3.0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0
0,27,44447.24,8.667871777,14,2,1,9.876537733,127.511223,4.0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0
0,43,78661.45,10.20451845,11,1,1,4.187033385,157.469817,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
3,62,56372.08,9.26498924,12,0,0,9.690818661,199.990219,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0
1,42,70711.36,8.225714709,13,1,0,11.18792763,245.146969,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0
1,64,81748.07,13.77280014,5,1,0,16.64037206,142.468917,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
3,73,19146.42,10.51064826,12,0,1,4.898445616,187.609354,3.0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
5,80,61256.3,11.10202866,5,3,0,3.218751358,242.628057,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0
8,58,59195.65,12.83502533,5,0,0,9.473751367,217.483972,4.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
1,21,28727.43,10.55414085,11,1,0,19.58895462,139.983006,3.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0
2,52,13376.86,9.973647103,11,0,0,8.458121948,214.952509,3.0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0
1,47,27222.52,7.649443176,16,0,0,8.92504512,202.682861,4.0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1
0,61,79189.23,6.792026415,13,1,1,11.24061076,255.119794,3.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0
0,40,64088.93,10.10186417,10,2,0,6.681362911,202.649979,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
1,71,40548.91,9.898208583,10,0,0,18.97328429,182.467607,3.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
0,83,9843.69,9.646498667,12,2,1,6.791270714,139.951231,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
4,88,14910.5,17.96334654,14,2,0,2.451256489,225.178625,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0
2,43,37952.49,2.870798009,13,0,0,13.76430574,210.105118,3.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
1,61,31964.0,3.749430281,12,1,0,2.440923609,187.46728,2.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0
3,65,57778.05,12.1464948,14,1,0,6.867358844,207.638588,3.0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0
2,27,38465.4,10.15007074,12,1,0,7.522520984,149.97755,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0
0,21,20056.65,13.63501552,9,1,3,1.763317472,127.460067,4.0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4,81,26031.22,6.884662093,15,2,1,4.611940238,159.965008,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
3,34,14595.56,2.358964139,14,2,1,11.45319603,119.95684,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,29,46393.66,14.39565424,16,3,0,10.30304569,159.965581,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
2,32,19439.54,15.9111278,15,1,1,5.901029789,139.951231,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
0,41,16117.26,9.320031526,20,3,0,8.691329205,210.12704,3.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
4,31,52852.51,5.580139894,15,2,0,3.638799298,242.628057,3.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0
0,31,11828.76,5.64360936,10,2,1,20.70165955,225.145743,4.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0
3,78,66146.86,12.05866555,17,2,0,8.688984603,132.479779,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
0,57,47757.95,7.550902576,12,2,1,1.456262249,184.961033,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0
1,28,21861.69,11.28505526,9,0,0,2.072317222,202.443347,4.0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0
0,70,37518.71,9.543357026,8,2,0,10.24058579,172.457857,4.0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
0,20,10245.51,7.077339857,10,0,0,1.491763776,220.161527,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0
5,41,10530.09,6.033340156,11,0,0,18.66406554,147.456419,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
3,53,22898.91,12.13656325,12,1,1,8.721905501,252.637807,4.0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0
0,75,30814.46,4.840632447,10,1,0,14.58313517,187.481057,4.0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
0,82,87315.7,8.352797526,9,0,1,4.153793775,242.610632,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1
8,56,30195.71,11.13577596,12,2,0,2.760208796,167.484705,4.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0
1,53,16937.26,13.44315297,7,1,0,1.583634587,267.664655,3.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0
3,74,87428.18,7.92642809,10,0,0,3.072369855,169.974105,4.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0
1,52,19821.7,9.032895096,12,2,1,12.81011786,159.947583,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
3,49,15777.93,11.55879323,12,1,1,7.95236848,187.484705,3.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1
3,67,50109.93,11.98080538,6,1,0,8.889790813,202.636202,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1
9,54,63005.71,15.13468172,14,2,1,1.112321784,277.63748,3.0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0
3,62,23288.22,7.643621222,2,0,1,14.87120712,152.44408,2.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
3,25,54669.67,8.444910983,11,1,0,13.85473212,217.470195,2.0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0
3,56,60109.62,15.75679649,11,1,0,9.932932319,222.61428,4.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0
1,71,122741.65,8.828958895,9,1,0,4.00803296,125.007314,4.0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
0,20,99100.1,9.908849616,5,0,0,9.26064585,222.61428,4.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0
0,72,4916.91,17.49332639,12,1,2,1.068799086,172.487091,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1
3,35,56014.49,7.523463124,14,1,0,17.39605821,175.133074,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1
3,66,82251.92,7.059012011,11,0,0,6.133827574,162.452604,3.0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
7,57,41210.5,10.59857436,12,1,1,3.816472249,152.44408,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
0,81,8669.16,15.32731181,13,0,0,3.61323465,252.637807,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
0,40,3551.89,11.64764999,9,1,1,6.126946607,242.610632,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1
0,34,68738.07,7.595319178,10,3,0,5.679317142,262.610632,3.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0
2,85,40133.04,14.95030399,8,3,1,6.195470215,275.119794,2.0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0
4,28,78238.99,15.54569939,9,0,0,5.958420709,222.61428,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1
1,84,15048.63,8.440399216,9,0,0,7.570075544,220.114868,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
6,75,45869.12,10.58093125,8,0,1,2.5238884,194.988208,4.0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0
0,54,21647.96,10.51343586,18,0,0,7.629294031,152.488401,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1
3,50,48154.12,16.63376919,13,1,0,1.723983897,139.951231,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
3,22,11306.37,12.834729,9,1,0,5.441479864,232.637807,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0
0,85,29348.16,8.954899011,14,1,2,1.374911824,142.500692,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
0,80,85717.14,2.110606916,18,1,0,5.550110436,187.656013,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
3,28,34407.99,11.46370907,15,0,0,9.38712707,277.651257,4.0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
3,31,5874.73,9.928856736,12,0,0,4.005780287,157.469817,3.0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
0,24,18692.53,12.25982132,12,0,0,12.09641389,149.988989,3.0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
3,49,20896.4,10.03906526,11,3,0,23.32691904,139.987503,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0
0,85,22274.11,8.620125009,10,0,1,15.82334026,190.12704,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
4,32,20436.28,7.85989854,11,0,0,6.862244054,255.155493,3.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0
7,23,9237.79,10.62473397,13,0,1,12.74748675,159.979358,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0
3,37,40529.84,16.88041332,13,1,0,15.32475177,182.443347,4.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
3,58,49350.86,12.50834927,8,1,0,18.81607435,194.952509,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0
1,64,78370.93,4.471635302,7,1,0,21.10862922,184.949594,4.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
2,70,6088.74,10.14904497,14,2,0,8.825774698,217.483972,4.0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0
3,45,40710.63,11.28911933,14,1,0,15.56696462,167.484705,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0
1,78,3955.88,10.62427045,12,0,1,10.43448006,184.978458,4.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
1,69,53513.98,6.922666965,9,0,0,8.550692097,232.637807,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1
0,51,42002.93,10.20539198,15,2,0,9.323157168,172.470522,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
4,66,82924.09,9.816727691,18,0,0,2.694014031,157.483594,3.0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
1,37,51606.19,15.61280724,12,0,1,2.163284177,152.479779,4.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,49,71631.82,8.734579171,15,2,2,2.439520256,245.128318,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1
1,37,30090.22,10.51097693,11,2,0,8.255617012,225.145743,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0
